epoch,step,train_loss,val_loss
0,0,10.663186073303223,
0,1,10.564772605895996,
0,2,10.54238224029541,
0,3,10.50899600982666,
0,4,10.467803001403809,
0,5,10.458740234375,
0,6,10.428587913513184,
0,7,10.350340843200684,
0,8,10.294013977050781,
0,9,10.312723159790039,
0,10,10.316875457763672,
0,11,10.1971435546875,
0,12,10.237162590026855,
0,13,10.169352531433105,
0,14,10.162249565124512,
0,15,10.086943626403809,
0,16,10.080869674682617,
0,17,10.060735702514648,
0,18,10.037557601928711,
0,19,9.921992301940918,
0,20,9.937220573425293,
0,21,9.80193042755127,
0,22,9.839221000671387,
0,23,9.859021186828613,
0,24,9.883928298950195,
0,25,9.774317741394043,
0,26,9.686893463134766,
0,27,9.624765396118164,
0,28,9.743905067443848,
0,29,9.583460807800293,
0,30,9.625946998596191,
0,31,9.504395484924316,
0,32,9.55772876739502,
0,33,9.431426048278809,
0,34,9.593592643737793,
0,35,9.538031578063965,
0,36,9.389498710632324,
0,37,9.403887748718262,
0,38,9.391530990600586,
0,39,9.328211784362793,
0,40,9.318378448486328,
0,41,9.413484573364258,
0,42,9.254887580871582,
0,43,9.20142936706543,
0,44,9.196101188659668,
0,45,9.329465866088867,
0,46,9.028701782226562,
0,47,9.046749114990234,
0,48,9.134828567504883,
0,48,,8.708721160888672
1,49,8.878747940063477,
1,50,8.916305541992188,
1,51,8.948952674865723,
1,52,8.874408721923828,
1,53,8.945900917053223,
1,54,8.994173049926758,
1,55,8.870523452758789,
1,56,8.756424903869629,
1,57,8.952691078186035,
1,58,8.341238021850586,
1,59,8.761214256286621,
1,60,8.839225769042969,
1,61,8.716447830200195,
1,62,8.886296272277832,
1,63,8.66254711151123,
1,64,8.721285820007324,
1,65,8.660329818725586,
1,66,8.645231246948242,
1,67,8.466131210327148,
1,68,8.367634773254395,
1,69,8.557463645935059,
1,70,8.569318771362305,
1,71,8.230376243591309,
1,72,8.541160583496094,
1,73,8.201363563537598,
1,74,8.525609970092773,
1,75,8.434473037719727,
1,76,8.67732048034668,
1,77,8.51073169708252,
1,78,8.398438453674316,
1,79,8.339223861694336,
1,80,8.132152557373047,
1,81,8.18275260925293,
1,82,8.205286026000977,
1,83,8.123128890991211,
1,84,8.2009859085083,
1,85,8.183995246887207,
1,86,8.172260284423828,
1,87,7.778459072113037,
1,88,8.150849342346191,
1,89,7.964150428771973,
1,90,8.362228393554688,
1,91,7.682234287261963,
1,92,7.871034622192383,
1,93,8.024714469909668,
1,94,8.08512020111084,
1,95,8.07032585144043,
1,96,7.866406440734863,
1,97,8.20810604095459,
1,97,,7.703383922576904
2,98,7.807682991027832,
2,99,8.04312801361084,
2,100,7.857412815093994,
2,101,7.885870456695557,
2,102,7.801239490509033,
2,103,7.905789852142334,
2,104,8.115934371948242,
2,105,7.723019123077393,
2,106,7.735814094543457,
2,107,7.581538200378418,
2,108,7.643115043640137,
2,109,7.677351951599121,
2,110,7.925119400024414,
2,111,7.783156871795654,
2,112,7.4511871337890625,
2,113,7.66163969039917,
2,114,7.574440002441406,
2,115,7.473318099975586,
2,116,7.6118011474609375,
2,117,7.484856128692627,
2,118,7.714209079742432,
2,119,7.692173480987549,
2,120,7.692405700683594,
2,121,7.446568965911865,
2,122,7.690584659576416,
2,123,7.540538311004639,
2,124,7.843830108642578,
2,125,7.4337849617004395,
2,126,7.366426944732666,
2,127,7.719236373901367,
2,128,7.352673053741455,
2,129,7.474759578704834,
2,130,7.336606502532959,
2,131,7.251549243927002,
2,132,7.431779384613037,
2,133,7.539831161499023,
2,134,7.854357719421387,
2,135,7.178248405456543,
2,136,7.786975383758545,
2,137,7.309478759765625,
2,138,7.335247039794922,
2,139,7.253240585327148,
2,140,7.366467475891113,
2,141,7.323400497436523,
2,142,7.182664394378662,
2,143,7.4690752029418945,
2,144,7.242753982543945,
2,145,7.117948055267334,
2,146,7.16300630569458,
2,146,,7.041206359863281
3,147,7.0250139236450195,
3,148,7.1485395431518555,
3,149,7.4048333168029785,
3,150,7.417525768280029,
3,151,7.195154666900635,
3,152,7.130763053894043,
3,153,7.176204681396484,
3,154,7.415680885314941,
3,155,7.0934624671936035,
3,156,7.371598243713379,
3,157,7.234938621520996,
3,158,7.369163513183594,
3,159,6.876674175262451,
3,160,7.099728584289551,
3,161,7.188632965087891,
3,162,7.139369964599609,
3,163,6.958206653594971,
3,164,7.048720836639404,
3,165,7.258978843688965,
3,166,7.259336471557617,
3,167,7.1890692710876465,
3,168,6.872797012329102,
3,169,7.20761775970459,
3,170,6.600191116333008,
3,171,7.049312114715576,
3,172,6.907451152801514,
3,173,7.1626667976379395,
3,174,7.2118730545043945,
3,175,7.216010570526123,
3,176,7.233490467071533,
3,177,6.843499660491943,
3,178,6.685307025909424,
3,179,7.2475433349609375,
3,180,6.73159646987915,
3,181,6.6459856033325195,
3,182,7.252624034881592,
3,183,7.023849964141846,
3,184,6.859016418457031,
3,185,6.624953269958496,
3,186,6.997278213500977,
3,187,6.9294867515563965,
3,188,7.19521427154541,
3,189,6.357617378234863,
3,190,6.8586578369140625,
3,191,7.236727714538574,
3,192,6.872276782989502,
3,193,7.121262073516846,
3,194,6.716740608215332,
3,195,6.42810583114624,
3,195,,6.60214900970459
4,196,7.126762866973877,
4,197,6.689610004425049,
4,198,6.8144683837890625,
4,199,6.285204887390137,
4,200,6.829617977142334,
4,201,6.971798419952393,
4,202,6.4955830574035645,
4,203,6.562736988067627,
4,204,6.992401123046875,
4,205,6.992241382598877,
4,206,6.527640342712402,
4,207,6.845939636230469,
4,208,6.909420490264893,
4,209,6.772683620452881,
4,210,6.521073341369629,
4,211,7.000828742980957,
4,212,6.869190216064453,
4,213,6.76316499710083,
4,214,6.924052715301514,
4,215,6.673100471496582,
4,216,6.710688591003418,
4,217,6.536037445068359,
4,218,6.4865570068359375,
4,219,6.6279616355896,
4,220,6.940948009490967,
4,221,6.609989643096924,
4,222,6.812932968139648,
4,223,6.721885681152344,
4,224,6.794920444488525,
4,225,6.834596157073975,
4,226,6.906973838806152,
4,227,6.6659255027771,
4,228,6.8967061042785645,
4,229,6.5895819664001465,
4,230,6.621522903442383,
4,231,6.477394104003906,
4,232,6.456734657287598,
4,233,6.544357776641846,
4,234,6.574283123016357,
4,235,6.595308780670166,
4,236,6.693900108337402,
4,237,6.6299872398376465,
4,238,6.352741241455078,
4,239,6.423671722412109,
4,240,6.612718105316162,
4,241,6.374320030212402,
4,242,6.451724529266357,
4,243,6.790111064910889,
4,244,7.307553768157959,
4,244,,6.280232906341553
5,245,6.517093181610107,
5,246,6.444714546203613,
5,247,6.229508876800537,
5,248,6.269367218017578,
5,249,6.56660795211792,
5,250,6.202823638916016,
5,251,6.53461217880249,
5,252,6.520474910736084,
5,253,6.481566905975342,
5,254,6.16975736618042,
5,255,6.782413482666016,
5,256,6.408620834350586,
5,257,6.467308044433594,
5,258,6.573324680328369,
5,259,6.240698337554932,
5,260,6.392341136932373,
5,261,6.4260101318359375,
5,262,6.263989448547363,
5,263,6.30344820022583,
5,264,6.539877891540527,
5,265,6.652320861816406,
5,266,6.304479598999023,
5,267,6.314210414886475,
5,268,6.3852219581604,
5,269,6.356083869934082,
5,270,6.404880523681641,
5,271,6.623528003692627,
5,272,6.1857380867004395,
5,273,6.230426788330078,
5,274,6.610142230987549,
5,275,6.577930450439453,
5,276,6.777823448181152,
5,277,6.480275630950928,
5,278,6.48105525970459,
5,279,6.323674201965332,
5,280,6.2057037353515625,
5,281,6.061820030212402,
5,282,6.604296684265137,
5,283,6.430836200714111,
5,284,6.108660697937012,
5,285,6.5116119384765625,
5,286,6.135879039764404,
5,287,6.293870449066162,
5,288,6.246374130249023,
5,289,6.077261924743652,
5,290,6.148449897766113,
5,291,6.542961597442627,
5,292,5.814779758453369,
5,293,6.4176225662231445,
5,293,,6.038378715515137
6,294,6.289417743682861,
6,295,5.9466776847839355,
6,296,5.972592830657959,
6,297,6.268712520599365,
6,298,6.295717716217041,
6,299,6.0055832862854,
6,300,6.02544641494751,
6,301,6.597195148468018,
6,302,6.31741189956665,
6,303,6.2457275390625,
6,304,5.610635280609131,
6,305,6.198287487030029,
6,306,5.886396408081055,
6,307,6.01663064956665,
6,308,6.190511226654053,
6,309,6.239674091339111,
6,310,6.059651851654053,
6,311,6.12528657913208,
6,312,6.100827217102051,
6,313,6.124863147735596,
6,314,6.090211391448975,
6,315,5.899679660797119,
6,316,6.367752552032471,
6,317,6.114933013916016,
6,318,6.528470993041992,
6,319,6.202817916870117,
6,320,6.1065263748168945,
6,321,6.291332244873047,
6,322,6.188129901885986,
6,323,6.196364879608154,
6,324,5.947687149047852,
6,325,6.153059482574463,
6,326,5.978902816772461,
6,327,6.1025614738464355,
6,328,5.974478721618652,
6,329,6.069649696350098,
6,330,6.240893363952637,
6,331,6.162730693817139,
6,332,6.181401252746582,
6,333,5.994330883026123,
6,334,6.096086025238037,
6,335,6.160118579864502,
6,336,6.085236549377441,
6,337,6.154419422149658,
6,338,6.163028240203857,
